00001,1.5
00004,11.5
00005,11.5
00001,1.5
00004,2.5
00001,1.5
00001,1.5
00001,1.5
00001,1.5
00001,1.5
00001,1.5
00001,1.5
00001,1.5
00248,18.0
00105,18.0
00112,6.0
00293,7.5
00023,11.0
00197,18.0
00297,9.0
00199,5.0
00139,18.0
00041,7.5
00216,7.5
00180,7.0
00161,6.0
00097,6.5
00169,18.0
00149,18.0
00002,10.5
00183,7.5
00003,10.5
00070,18.0
00282,18.0
00187,5.0
00076,15.0
00299,7.0
00280,18.0
00265,7.5
00134,18.0
00153,18.0
00275,1.5
00301,9.0
00026,4.0
00279,15.0
00072,18.0
00132,18.0
00238,18.0
00197,18.0
00178,18.0
00125,18.0
00091,18.0
00093,18.0
00267,11.5
00271,11.5
00039,18.0
00159,1.5
00048,7.5
00230,21.0
00009,18.0
00045,9.0
00110,18.0
00085,7.5
00176,7.0
00074,18.0
00022,7.5
00054,1.5
00046,18.0
00155,7.5
00259,9.0
00074,6.0
00190,7.0
00255,7.0
00236,9.0
00016,7.0
00110,9.0
00146,11.5
00017,1.0
00142,5.0
00104,4.0
00228,2.0
00215,18.0
00244,18.0
00106,7.5
00247,1.0
00174,12.5
00006,8.0
00171,11.0
00298,18.0
00278,9.0
00166,18.0
00072,18.0
00107,18.0
00135,14.5
00068,18.0
00059,1.0
00269,18.0
00262,6.0
00178,18.0
00109,7.0
00049,18.0
00173,7.0
00051,1.0
00063,18.0
00224,11.5
00204,7.0
00064,18.0
00232,11.5
00221,4.0
00010,9.0
00303,11.5
00069,18.0
00285,18.0
00008,2.0
00218,18.0
00229,2.0
00225,15.0
00234,9.0
00212,4.0
00235,18.0
00185,18.0
00137,18.0
00160,18.0
00007,18.0
00030,12.5
00294,11.0
00031,16.5
