00005,12.15
00004,9.0
00005,23.65
00004,11.5
00005,23.65
00004,11.5
00005,23.65
00004,11.5
00005,23.65
00004,11.5
00005,23.65
00004,11.5
00005,23.65
00004,11.5
00005,23.65
00004,11.5
00005,23.65
00004,11.5
00005,23.65
00112,12.0
00047,15.0
00192,18.0
00023,7.0
00087,2.5
00217,18.0
00272,18.0
00242,18.0
00113,18.0
00065,18.0
00041,10.5
00116,18.0
00216,7.5
00148,18.0
00288,18.0
00033,18.0
00145,18.0
00180,11.0
00161,3.0
00036,18.0
00203,15.0
00038,18.0
00251,21.0
00097,11.5
00029,24.0
00205,18.0
00179,23.0
00276,18.0
00121,18.0
00191,18.0
00028,15.0
00156,18.0
00002,7.5
00183,1.5
00227,15.0
00003,7.5
00187,13.0
00287,9.0
00202,18.0
00060,18.0
00108,15.0
00299,11.0
00138,18.0
00100,15.0
00237,18.0
00158,18.0
00290,18.0
00179,18.0
00283,18.0
00275,16.5
00119,18.0
00118,9.0
00026,14.0
00102,18.0
00299,7.5
00195,18.0
00214,18.0
00304,18.0
00267,3.5
00271,3.5
00233,18.0
00117,18.0
00159,7.5
00048,7.5
00226,18.0
00043,18.0
00219,18.0
00250,18.0
00147,18.0
00154,18.0
00210,18.0
00206,18.0
00089,18.0
00092,19.5
00122,15.0
00266,15.0
00080,9.0
00073,18.0
00085,16.5
00176,9.0
00177,18.0
00015,18.0
00050,18.0
00054,16.5
00005,7.5
00071,18.0
00155,7.5
00075,18.0
00170,18.0
00284,18.0
00019,18.0
00175,18.0
00187,9.0
00074,3.0
00190,11.0
00152,18.0
00255,2.0
00270,15.0
00032,15.0
00211,18.0
00143,18.0
00144,18.0
00184,9.0
00016,13.0
00120,18.0
00004,18.0
00208,18.0
00020,19.5
00140,18.0
00193,18.0
00146,6.5
00066,18.0
00017,17.0
00257,18.0
00142,4.0
00104,16.5
00252,15.0
00228,8.5
00268,18.0
00302,18.0
00127,18.0
00057,15.0
00027,22.0
00106,10.5
00247,14.0
00165,9.0
00174,5.5
00006,10.0
00124,15.0
00196,15.0
00171,7.0
00278,9.0
00013,18.0
00122,18.0
00090,18.0
00135,0.5
00136,15.0
00056,18.0
00292,18.0
00080,18.0
00114,18.0
00059,17.0
00239,18.0
00262,12.0
00207,18.0
00295,30.5
00109,11.0
00173,11.0
00051,14.0
00172,18.0
00224,3.5
00124,18.0
00141,18.0
00273,18.0
00204,3.0
00094,15.0
