00248,18
00105,18
00112,18
00047,15
00192,18
00293,7.5
00023,18
00197,18
00297,9
00087,2.5
00199,5
00139,18
00217,18
00272,18
00242,18
00113,18
00065,18
00041,18
00116,18
00216,15
00148,18
00288,18
00033,18
00145,18
00180,18
00161,9
00036,18
00203,15
00038,18
00251,21
00097,18
00029,24
00205,18
00169,18
00179,23
00149,18
00276,18
00121,18
00191,18
00028,15
00156,18
00002,18
00183,9
00227,15
00003,18
00070,18
00282,18
00187,18
00076,15
00287,9
00202,18
00060,18
00108,15
00299,18
00280,18
00265,7.5
00138,18
00100,15
00134,18
00237,18
00153,18
00158,18
00290,18
00179,18
00283,18
00275,18
00119,18
00301,9
00118,9
00026,18
00279,15
00072,18
00132,18
00102,18
00238,18
00197,18
00178,18
00299,7.5
00125,18
00091,18
00093,18
00195,18
00214,18
00304,18
00267,15
00271,15
00233,18
00039,18
00117,18
00159,9
00048,15
00230,21
00226,18
00043,18
00219,18
00250,18
00147,18
00154,18
00210,18
00206,18
00009,18
00089,18
00092,19.5
00045,9
00122,15
00110,18
00266,15
00080,9
00073,18
00085,24
00176,16
00177,18
00015,18
00050,18
00074,18
00022,7.5
00054,18
00005,7.5
00071,18
00046,18
00155,15
00075,18
00170,18
00284,18
00259,9
00019,18
00175,18
00187,9
00074,9
00190,18
00152,18
00255,9
00270,15
00032,15
00236,9
00211,18
00143,18
00144,18
00184,9
00016,20
00120,18
00004,18
00110,9
00208,18
00020,19.5
00140,18
00193,18
00146,18
00066,18
00017,18
00257,18
00142,9
00104,20.5
00252,15
00228,10.5
00215,18
00268,18
00302,18
00127,18
00057,15
00027,22
00244,18
00106,18
00247,15
00165,9
00174,18
00006,18
00124,15
00196,15
00171,18
00298,18
00278,18
00166,18
00013,18
00122,18
00090,18
00072,18
00107,18
00135,15
00136,15
00056,18
00292,18
00080,18
00114,18
00068,18
00059,18
00239,18
00269,18
00262,18
00207,18
00295,30.5
00178,18
00109,18
00049,18
00173,18
00051,15
00063,18
00172,18
00224,15
00124,18
00141,18
00273,18
00204,10
00064,18
00094,15
00061,18
00084,18
00232,15
00096,18
00221,9
00010,9
00303,18
00069,18
00285,18
00040,9
00095,30
00008,18
00218,18
00255,18
00037,18
00305,18
00099,23
00229,13
00225,15
00055,24.5
00234,9
00212,18
00274,18
00235,18
00185,18
00137,18
00160,18
00165,18
00258,18
00007,18
00163,18
00030,21.5
00150,18
00294,18
00034,23
00209,18
00031,18
00151,18
00264,19
