MATCHNO,BILETNO,BOLUM,
5,3177136273,8,
5,3177236273,8,
5,3177336273,8,
5,3177436273,8,
5,3177536273,8,
5,3177636273,8,
5,3177836273,8,
5,3177936273,8,
5,3177039273,8,
5,3177139273,8,
5,3177239273,8,
5,3177339273,8,
5,3177439273,8,
5,3177539273,8,
5,3177639273,8,
5,3177839273,8,
5,3177939273,8,
5,3177030373,8,
5,3177130373,8,
5,3177230373,8,
5,3177330373,8,
5,3177430373,8,
5,3177530373,8,
5,3177630373,8,
5,3177830373,8,
5,3177930373,8,
5,3177031373,8,
5,3177131373,8,
5,3177231373,8,
5,3177331373,8,
5,3177431373,8,
5,3177531373,8,
5,3177631373,8,
5,3177831373,8,
5,3177931373,8,
5,3177034373,8,
5,3177234373,8,
5,3177334373,8,
5,3177534373,8,
5,3177634373,8,
5,3177035373,8,
5,3177135373,8,
5,3177235373,8,
5,3177335373,8,
5,3177435373,8,
5,3177535373,8,
5,3177635373,8,
5,3177835373,8,
5,3177935373,8,
5,3177436373,8,
5,3177936373,8,
5,3177039373,8,
5,3177139373,8,
5,3177239373,8,
5,3177339373,8,
5,3177439373,8,
5,3177539373,8,
5,3177639373,8,
5,3177839373,8,
5,3177939373,8,
5,3177030473,8,
5,3177130473,8,
5,3177230473,8,
5,3177330473,8,
5,3177430473,8,
5,3177530473,8,
5,3177630473,8,
5,3177830473,8,
5,3177930473,8,
5,3177031473,8,
5,3177131473,8,
5,3177231473,8,
5,3177331473,8,
5,3177531473,8,
5,3177631473,8,
5,3177831473,8,
5,3177035473,8,
5,3177135473,8,
5,3177235473,8,
5,3177335473,8,
5,3177435473,8,
5,3177535473,8,
5,3177635473,8,
5,3177835473,8,
5,3177935473,8,
5,3177036473,8,
5,3177136473,8,
5,3177236473,8,
5,3177336473,8,
5,3177436473,8,
5,3177536473,8,
5,3177636473,8,
5,3177836473,8,
5,3177936473,8,
5,3177039473,8,
5,3177139473,8,
5,3177239473,8,
5,3177339473,8,
5,3177439473,8,
5,3177539473,8,
5,3177639473,8,
5,3177839473,8,
5,3177939473,8,
5,3177030573,8,
5,3177130573,8,
5,3177230573,8,
5,3177330573,8,
5,3177430573,8,
5,3177530573,8,
5,3177630573,8,
5,3177830573,8,
5,3177930573,8,
5,3177031573,8,
5,3177131573,8,
5,3177231573,8,
5,3177331573,8,
5,3177431573,8,
5,3177531573,8,
5,3177631573,8,
5,3177831573,8,
5,3177931573,8,
5,3177234573,8,
5,3177334573,8,
5,3177035573,8,
5,3177135573,8,
5,3177235573,8,
5,3177335573,8,
5,3177435573,8,
5,3177535573,8,
5,3177635573,8,
5,3177835573,8,
5,3177935573,8,
5,3177036573,8,
5,3177136573,8,
5,3177236573,8,
5,3177336573,8,
5,3177436573,8,
5,3177536573,8,
5,3177636573,8,
5,3177836573,8,
5,3177936573,8,
5,3177039573,8,
5,3177139573,8,
5,3177239573,8,
5,3177339573,8,
5,3177439573,8,
5,3177539573,8,
5,3177639573,8,
5,3177839573,8,
5,3177939573,8,
5,3177030673,8,
5,3177130673,8,
5,3177230673,8,
5,3177330673,8,
5,3177430673,8,
5,3177530673,8,
5,3177630673,8,
5,3177830673,8,
5,3177930673,8,
5,3177031673,8,
5,3177131673,8,
5,3177231673,8,
5,3177331673,8,
5,3177431673,8,
5,3177531673,8,
5,3177631673,8,
5,3177831673,8,
5,3177931673,8,
5,3177034673,8,
5,3177234673,8,
5,3177334673,8,
5,3177634673,8,
5,3177035673,8,
5,3177135673,8,
5,3177235673,8,
5,3177335673,8,
5,3177435673,8,
5,3177535673,8,
5,3177635673,8,
5,3177835673,8,
5,3177935673,8,
5,3177136673,8,
5,3177436673,8,
5,3177836673,8,
5,3177936673,8,
5,3177039673,8,
5,3177139673,8,
5,3177239673,8,
5,3177339673,8,
5,3177439673,8,
5,3177539673,8,
5,3177639673,8,
5,3177839673,8,
5,3177939673,8,
5,3177030773,8,
5,3177130773,8,
5,3177230773,8,
5,3177330773,8,
5,3177430773,8,
5,3177530773,8,
5,3177630773,8,
5,3177830773,8,
5,3177930773,8,
5,3177031773,8,
5,3177231773,8,
5,3177331773,8,
5,3177531773,8,
5,3177631773,8,
5,3177831773,8,
5,3177035773,8,
5,3177135773,8,
5,3177235773,8,
5,3177335773,8,
5,3177435773,8,
5,3177535773,8,
5,3177635773,8,
5,3177835773,8,
5,3177935773,8,
5,3177036773,8,
5,3177136773,8,
5,3177236773,8,
5,3177336773,8,
5,3177436773,8,
5,3177536773,8,
5,3177636773,8,
5,3177836773,8,
5,3177936773,8,
5,3177039773,8,
5,3177139773,8,
5,3177239773,8,
5,3177339773,8,
5,3177439773,8,
5,3177539773,8,
5,3177639773,8,
5,3177839773,8,
5,3177939773,8,
5,3177030873,8,
5,3177130873,8,
5,3177230873,8,
5,3177330873,8,
5,3177430873,8,
5,3177530873,8,
5,3177630873,8,
5,3177830873,8,
5,3177930873,8,
5,3177031873,8,
5,3177131873,8,
5,3177231873,8,
5,3177331873,8,
5,3177531873,8,
5,3177631873,8,
5,3177831873,8,
5,3177035873,8,
5,3177135873,8,
5,3177235873,8,
5,3177335873,8,
5,3177435873,8,
5,3177535873,8,
5,3177635873,8,
5,3177835873,8,
5,3177935873,8,
5,3177036873,8,
5,3177136873,8,
5,3177236873,8,
5,3177336873,8,
5,3177436873,8,
5,3177536873,8,
5,3177636873,8,
5,3177836873,8,
5,3177936873,8,
5,3177039873,8,
5,3177139873,8,
5,3177239873,8,
5,3177339873,8,
5,3177439873,8,
5,3177539873,8,
5,3177639873,8,
5,3177839873,8,
5,3177939873,8,
5,3177030973,8,
5,3177130973,8,
5,3177230973,8,
5,3177330973,8,
5,3177430973,8,
5,3177530973,8,
5,3177630973,8,
5,3177830973,8,
5,3177930973,8,
5,3177031973,8,
5,3177131973,8,
5,3177231973,8,
5,3177331973,8,
5,3177431973,8,
5,3177531973,8,
5,3177631973,8,
5,3177831973,8,
5,3177931973,8,
5,3177234973,8,
5,3177035973,8,
5,3177135973,8,
5,3177235973,8,
5,3177335973,8,
5,3177435973,8,
5,3177535973,8,
5,3177635973,8,
5,3177835973,8,
5,3177935973,8,
5,3177036973,8,
5,3177136973,8,
5,3177236973,8,
5,3177336973,8,
5,3177436973,8,
5,3177536973,8,
5,3177636973,8,
5,3177836973,8,
5,3177936973,8,
5,3177039973,8,
5,3177139973,8,
5,3177239973,8,
5,3177339973,8,
5,3177439973,8,
5,3177539973,8,
5,3177639973,8,
5,3177839973,8,
5,3177939973,8,
5,3179130073,8,
5,3179430073,8,
5,3179730073,8,
5,3179930073,8,
5,3179131073,8,
5,3179431073,8,
5,3179731073,8,
5,3179931073,8,
5,3179132073,8,
5,3179134073,8,
5,3179434073,8,
5,3179734073,8,
5,3179934073,8,
5,3179135073,8,
5,3179435073,8,
5,3179735073,8,
5,3179935073,8,
5,3179138073,8,
5,3179438073,8,
5,3179738073,8,
5,3179938073,8,
5,3179139073,8,
5,3179439073,8,
5,3179739073,8,
5,3179939073,8,
5,3179130173,8,
5,3179430173,8,
5,3179730173,8,
5,3179930173,8,
5,3179131173,8,
5,3179431173,8,
5,3179731173,8,
5,3179931173,8,
5,3179134173,8,
5,3179434173,8,
5,3179734173,8,
5,3179934173,8,
5,3179135173,8,
5,3179435173,8,
5,3179735173,8,
5,3179935173,8,
5,3179138173,8,
5,3179438173,8,
5,3179738173,8,
5,3179938173,8,
5,3179139173,8,
5,3179439173,8,
5,3179739173,8,
5,3179939173,8,
5,3179130273,8,
5,3179430273,8,
5,3179730273,8,
5,3179930273,8,
5,3179131273,8,
5,3179431273,8,
5,3179731273,8,
5,3179931273,8,
5,3179134273,8,
5,3179434273,8,
5,3179734273,8,
5,3179934273,8,
5,3179135273,8,
5,3179435273,8,
5,3179735273,8,
5,3179935273,8,
5,3179136273,8,
5,3179436273,8,
5,3179736273,8,
5,3179936273,8,
5,3179138273,8,
5,3179438273,8,
5,3179738273,8,
5,3179938273,8,
5,3179139273,8,
5,3179439273,8,
5,3179739273,8,
5,3179939273,8,
5,3179130373,8,
5,3179430373,8,
5,3179730373,8,
5,3179930373,8,
5,3179131373,8,
5,3179431373,8,
5,3179731373,8,
5,3179931373,8,
5,3179132373,8,
5,3179432373,8,
5,3179932373,8,
5,3179134373,8,
5,3179434373,8,
5,3179734373,8,
5,3179934373,8,
5,3179135373,8,
5,3179435373,8,
5,3179735373,8,
5,3179935373,8,
5,3179138373,8,
5,3179438373,8,
5,3179738373,8,
5,3179938373,8,
5,3179139373,8,
5,3179439373,8,
5,3179739373,8,
5,3179939373,8,
5,3179130473,8,
5,3179430473,8,
5,3179730473,8,
5,3179930473,8,
5,3179131473,8,
5,3179431473,8,
5,3179731473,8,
5,3179931473,8,
5,3179134473,8,
5,3179434473,8,
5,3179734473,8,
5,3179934473,8,
5,3179135473,8,
5,3179435473,8,
5,3179735473,8,
5,3179935473,8,
5,3179736473,8,
5,3179138473,8,
5,3179438473,8,
5,3179738473,8,
5,3179938473,8,
5,3179139473,8,
5,3179439473,8,
5,3179739473,8,
5,3179939473,8,
5,3179130573,8,
5,3179430573,8,
5,3179730573,8,
5,3179930573,8,
5,3179131573,8,
5,3179431573,8,
5,3179731573,8,
5,3179931573,8,
5,3179134573,8,
5,3179434573,8,
5,3179734573,8,
5,3179934573,8,
5,3179135573,8,
5,3179435573,8,
5,3179735573,8,
5,3179935573,8,
5,3179138573,8,
5,3179438573,8,
5,3179738573,8,
5,3179938573,8,
5,3179139573,8,
5,3179439573,8,
5,3179739573,8,
5,3179939573,8,
5,3179130673,8,
5,3179430673,8,
5,3179730673,8,
5,3179930673,8,
5,3179131673,8,
5,3179431673,8,
5,3179731673,8,
5,3179931673,8,
5,3179132673,8,
5,3179932673,8,
5,3179134673,8,
5,3179434673,8,
5,3179734673,8,
5,3179934673,8,
5,3179135673,8,
5,3179435673,8,
5,3179735673,8,
5,3179935673,8,
5,3179138673,8,
5,3179438673,8,
5,3179738673,8,
5,3179938673,8,
5,3179139673,8,
5,3179439673,8,
5,3179739673,8,
5,3179939673,8,
5,3179130773,8,
5,3179430773,8,
5,3179730773,8,
5,3179930773,8,
5,3179131773,8,
5,3179431773,8,
5,3179731773,8,
5,3179931773,8,
5,3179134773,8,
5,3179434773,8,
5,3179734773,8,
5,3179934773,8,
5,3179135773,8,
5,3179435773,8,
5,3179735773,8,
5,3179935773,8,
5,3179136773,8,
5,3179436773,8,
5,3179736773,8,
5,3179936773,8,
5,3179138773,8,
5,3179438773,8,
5,3179938773,8,
5,3179139773,8,
5,3179439773,8,
5,3179739773,8,
5,3179939773,8,
5,3179130873,8,
5,3179430873,8,
5,3179730873,8,
5,3179930873,8,
5,3179131873,8,
5,3179431873,8,
5,3179731873,8,
5,3179931873,8,
5,3179134873,8,
5,3179434873,8,
5,3179734873,8,
5,3179934873,8,
5,3179135873,8,
5,3179435873,8,
5,3179735873,8,
5,3179935873,8,
5,3179136873,8,
5,3179436873,8,
5,3179736873,8,
5,3179936873,8,
5,3179138873,8,
5,3179438873,8,
5,3179738873,8,
5,3179938873,8,
5,3179139873,8,
5,3179439873,8,
5,3179739873,8,
5,3179939873,8,
5,3179130973,8,
5,3179430973,8,
5,3179730973,8,
5,3179930973,8,
5,3179131973,8,
5,3179431973,8,
5,3179731973,8,
5,3179931973,8,
5,3179134973,8,
5,3179434973,8,
5,3179734973,8,
5,3179934973,8,
5,3179135973,8,
5,3179435973,8,
5,3179735973,8,
5,3179935973,8,
5,3179138973,8,
5,3179438973,8,
5,3179738973,8,
5,3179938973,8,
5,3179139973,8,
5,3179439973,8,
5,3179739973,8,
5,3179939973,8,
5,3171535173,8,
5,3174000072,9,
5,3174200072,9,
5,3174300072,9,
5,3174500072,9,
5,3174600072,9,
5,3174800072,9,
5,3174030072,9,
5,3174230072,9,
5,3174330072,9,
5,3174530072,9,
5,3174630072,9,
5,3174830072,9,
5,3174060072,9,
5,3174260072,9,
5,3174360072,9,
5,3174560072,9,
5,3174660072,9,
5,3174860072,9,
5,3174001072,9,
5,3174201072,9,
5,3174301072,9,
5,3174501072,9,
5,3174601072,9,
5,3174801072,9,
5,3174031072,9,
5,3174231072,9,
5,3174331072,9,
5,3174531072,9,
5,3174631072,9,
5,3174831072,9,
5,3174061072,9,
5,3174261072,9,
5,3174361072,9,
5,3174561072,9,
5,3174661072,9,
5,3174861072,9,
5,3174032072,9,
5,3174232072,9,
5,3174332072,9,
5,3174532072,9,
5,3174632072,9,
5,3174832072,9,
5,3174062072,9,
5,3174262072,9,
5,3174362072,9,
5,3174562072,9,
5,3174662072,9,
5,3174862072,9,
5,3174003072,9,
5,3174203072,9,
5,3174303072,9,
5,3174503072,9,
5,3174603072,9,
5,3174803072,9,
5,3174033072,9,
5,3174233072,9,
5,3174333072,9,
5,3174533072,9,
5,3174633072,9,
5,3174063072,9,
5,3174263072,9,
5,3174363072,9,
5,3174563072,9,
5,3174663072,9,
5,3174863072,9,
5,3174004072,9,
5,3174204072,9,
5,3174304072,9,
5,3174604072,9,
5,3174034072,9,
5,3174234072,9,
5,3174334072,9,
5,3174534072,9,
5,3174634072,9,
5,3174834072,9,
5,3174064072,9,
5,3174264072,9,
5,3174364072,9,
5,3174564072,9,
5,3174664072,9,
5,3174864072,9,
5,3174005072,9,
5,3174205072,9,
5,3174305072,9,
5,3174505072,9,
5,3174605072,9,
5,3174805072,9,
5,3174035072,9,
5,3174235072,9,
5,3174335072,9,
5,3174535072,9,
5,3174635072,9,
5,3174835072,9,
5,3174065072,9,
5,3174265072,9,
5,3174365072,9,
5,3174565072,9,
5,3174665072,9,
5,3174865072,9,
5,3174006072,9,
5,3174206072,9,
5,3174306072,9,
5,3174506072,9,
5,3174606072,9,
5,3174806072,9,
5,3174036072,9,
5,3174236072,9,
5,3174336072,9,
5,3174536072,9,
5,3174636072,9,
5,3174836072,9,
5,3174066072,9,
5,3174266072,9,
5,3174366072,9,
5,3174566072,9,
5,3174666072,9,
5,3174866072,9,
5,3174037072,9,
5,3174237072,9,
5,3174337072,9,
5,3174537072,9,
5,3174637072,9,
5,3174837072,9,
5,3174067072,9,
5,3174267072,9,
5,3174367072,9,
5,3174567072,9,
5,3174667072,9,
5,3174867072,9,
5,3174208072,9,
5,3174038072,9,
5,3174238072,9,
5,3174338072,9,
5,3174538072,9,
5,3174638072,9,
5,3174838072,9,
5,3174068072,9,
5,3174268072,9,
5,3174368072,9,
5,3174568072,9,
5,3174668072,9,
5,3174868072,9,
5,3174009072,9,
5,3174209072,9,
5,3174309072,9,
5,3174509072,9,
5,3174609072,9,
5,3174809072,9,
5,3174039072,9,
5,3174239072,9,
5,3174339072,9,
5,3174539072,9,
5,3174639072,9,
5,3174839072,9,
5,3174069072,9,
5,3174269072,9,
5,3174369072,9,
5,3174569072,9,
5,3174669072,9,
5,3174869072,9,
5,3174000172,9,
5,3174200172,9,
5,3174300172,9,
5,3174500172,9,
5,3174600172,9,
5,3174800172,9,
5,3174030172,9,
5,3174230172,9,
5,3174330172,9,
5,3174530172,9,
5,3174630172,9,
5,3174830172,9,
5,3174060172,9,
5,3174260172,9,
5,3174360172,9,
5,3174560172,9,
5,3174660172,9,
5,3174860172,9,
5,3174001172,9,
5,3174201172,9,
5,3174301172,9,
5,3174501172,9,
5,3174601172,9,
5,3174801172,9,
5,3174031172,9,
5,3174231172,9,
5,3174331172,9,
5,3174531172,9,
5,3174631172,9,
5,3174831172,9,
5,3174061172,9,
5,3174261172,9,
5,3174361172,9,
5,3174561172,9,
5,3174661172,9,
5,3174861172,9,
5,3174032172,9,
5,3174232172,9,
5,3174332172,9,
5,3174532172,9,
5,3174632172,9,
5,3174832172,9,
5,3174062172,9,
5,3174262172,9,
5,3174362172,9,
5,3174562172,9,
5,3174662172,9,
5,3174862172,9,
5,3174003172,9,
5,3174203172,9,
5,3174303172,9,
5,3174503172,9,
5,3174603172,9,
5,3174803172,9,
5,3174033172,9,
5,3174233172,9,
5,3174333172,9,
5,3174533172,9,
5,3174633172,9,
5,3174063172,9,
5,3174263172,9,
5,3174363172,9,
5,3174563172,9,
5,3174663172,9,
5,3174863172,9,
5,3174204172,9,
5,3174304172,9,
5,3174034172,9,
5,3174234172,9,
5,3174334172,9,
5,3174534172,9,
5,3174634172,9,
5,3174834172,9,
5,3174064172,9,
5,3174264172,9,
5,3174364172,9,
5,3174564172,9,
5,3174664172,9,
5,3174864172,9,
5,3174005172,9,
5,3174205172,9,
5,3174305172,9,
5,3174505172,9,
5,3174605172,9,
5,3174805172,9,
5,3174035172,9,
5,3174235172,9,
5,3174335172,9,
5,3174535172,9,
5,3174635172,9,
5,3174835172,9,
5,3174065172,9,
5,3174265172,9,
5,3174365172,9,
5,3174565172,9,
5,3174665172,9,
5,3174865172,9,
5,3174006172,9,
5,3174206172,9,
5,3174306172,9,
5,3174506172,9,
5,3174606172,9,
5,3174806172,9,
5,3174036172,9,
5,3174236172,9,
5,3174336172,9,
5,3174536172,9,
5,3174636172,9,
5,3174836172,9,
5,3174066172,9,
5,3174266172,9,
5,3174366172,9,
5,3174566172,9,
5,3174666172,9,
5,3174866172,9,
5,3174037172,9,
5,3174237172,9,
5,3174337172,9,
5,3174537172,9,
5,3174637172,9,
5,3174837172,9,
5,3174067172,9,
5,3174267172,9,
5,3174367172,9,
5,3174567172,9,
5,3174667172,9,
5,3174867172,9,
5,3174208172,9,
5,3174038172,9,
5,3174238172,9,
5,3174338172,9,
5,3174538172,9,
5,3174638172,9,
5,3174838172,9,
5,3174068172,9,
5,3174268172,9,
5,3174368172,9,
5,3174568172,9,
5,3174668172,9,
5,3174868172,9,
5,3174009172,9,
5,3174209172,9,
5,3174309172,9,
5,3174509172,9,
5,3174609172,9,
5,3174809172,9,
5,3174039172,9,
5,3174239172,9,
5,3174339172,9,
5,3174539172,9,
5,3174639172,9,
5,3174839172,9,
5,3174069172,9,
5,3174269172,9,
5,3174369172,9,
5,3174569172,9,
5,3174669172,9,
5,3174869172,9,
5,3174000272,9,
5,3174200272,9,
5,3174300272,9,
5,3174500272,9,
5,3174600272,9,
5,3174800272,9,
5,3174030272,9,
5,3174230272,9,
5,3174330272,9,
5,3174530272,9,
5,3174630272,9,
5,3174830272,9,
5,3174060272,9,
5,3174260272,9,
5,3174360272,9,
5,3174560272,9,
5,3174660272,9,
5,3174860272,9,
5,3174001272,9,
5,3174201272,9,
5,3174301272,9,
5,3174501272,9,
5,3174601272,9,
5,3174031272,9,
5,3174231272,9,
5,3174331272,9,
5,3174531272,9,
5,3174631272,9,
5,3174831272,9,
5,3174061272,9,
5,3174261272,9,
5,3174361272,9,
5,3174561272,9,
5,3174661272,9,
5,3174861272,9,
5,3174032272,9,
5,3174232272,9,
5,3174332272,9,
5,3174532272,9,
5,3174632272,9,
5,3174832272,9,
5,3174062272,9,
5,3174262272,9,
5,3174362272,9,
5,3174562272,9,
5,3174662272,9,
5,3174862272,9,
5,3174003272,9,
5,3174203272,9,
5,3174303272,9,
5,3174503272,9,
5,3174603272,9,
5,3174803272,9,
5,3174033272,9,
5,3174233272,9,
5,3174333272,9,
5,3174533272,9,
5,3174633272,9,
5,3174833272,9,
5,3174063272,9,
5,3174263272,9,
5,3174363272,9,
5,3174563272,9,
5,3174663272,9,
5,3174863272,9,
5,3174204272,9,
5,3174034272,9,
5,3174234272,9,
5,3174334272,9,
5,3174534272,9,
5,3174634272,9,
5,3174834272,9,
5,3174064272,9,
5,3174264272,9,
5,3174364272,9,
5,3174564272,9,
5,3174664272,9,
5,3174864272,9,
5,3174005272,9,
5,3174205272,9,
5,3174305272,9,
5,3174505272,9,
5,3174605272,9,
5,3174805272,9,
5,3174035272,9,
5,3174235272,9,
5,3174335272,9,
5,3174535272,9,
5,3174635272,9,
5,3174835272,9,
5,3174065272,9,
5,3174265272,9,
5,3174365272,9,
5,3174565272,9,
5,3174665272,9,
5,3174865272,9,
5,3174006272,9,
5,3174206272,9,
5,3174306272,9,
5,3174506272,9,
5,3174606272,9,
5,3174806272,9,
5,3174036272,9,
5,3174236272,9,
5,3174336272,9,
5,3174536272,9,
5,3174636272,9,
5,3174836272,9,
5,3174066272,9,
5,3174266272,9,
5,3174366272,9,
5,3174566272,9,
5,3174666272,9,
5,3174866272,9,
5,3174037272,9,
5,3174237272,9,
5,3174337272,9,
5,3174537272,9,
5,3174637272,9,
5,3174837272,9,
5,3174067272,9,
5,3174267272,9,
5,3174367272,9,
5,3174567272,9,
5,3174667272,9,
5,3174867272,9,
5,3174038272,9,
5,3174238272,9,
5,3174338272,9,
5,3174538272,9,
5,3174638272,9,
5,3174838272,9,
5,3174068272,9,
5,3174268272,9,
5,3174368272,9,
5,3174568272,9,
5,3174668272,9,
5,3174868272,9,
5,3174009272,9,
5,3174209272,9,
5,3174309272,9,
5,3174509272,9,
5,3174609272,9,
5,3174809272,9,
5,3174039272,9,
5,3174239272,9,
5,3174339272,9,
5,3174539272,9,
5,3174639272,9,
5,3174839272,9,
5,3174069272,9,
5,3174269272,9,
5,3174369272,9,
5,3174569272,9,
5,3174669272,9,
5,3174869272,9,
5,3174000372,9,
5,3174200372,9,
5,3174300372,9,
5,3174500372,9,
5,3174600372,9,
5,3174800372,9,
5,3174030372,9,
5,3174230372,9,
5,3174330372,9,
5,3174530372,9,
5,3174630372,9,
5,3174830372,9,
5,3174060372,9,
5,3174260372,9,
5,3174360372,9,
5,3174560372,9,
5,3174660372,9,
5,3174860372,9,
5,3174001372,9,
5,3174201372,9,
5,3174301372,9,
5,3174501372,9,
5,3174601372,9,
5,3174801372,9,
5,3174031372,9,
5,3174231372,9,
5,3174331372,9,
5,3174531372,9,
5,3174631372,9,
5,3174831372,9,
5,3174061372,9,
5,3174261372,9,
5,3174361372,9,
5,3174561372,9,
5,3174661372,9,
5,3174861372,9,
5,3174032372,9,
5,3174232372,9,
5,3174332372,9,
5,3174532372,9,
5,3174632372,9,
5,3174832372,9,
5,3174062372,9,
5,3174262372,9,
5,3174362372,9,
5,3174562372,9,
5,3174662372,9,
5,3174862372,9,
5,3174003372,9,
5,3174203372,9,
5,3174303372,9,
5,3174503372,9,
5,3174603372,9,
5,3174803372,9,
5,3174063372,9,
5,3174263372,9,
5,3174363372,9,
5,3174563372,9,
5,3174663372,9,
5,3174863372,9,
5,3174004372,9,
5,3174204372,9,
5,3174304372,9,
5,3174504372,9,
5,3174604372,9,
5,3174034372,9,
5,3174234372,9,
5,3174334372,9,
5,3174534372,9,
5,3174634372,9,
5,3174834372,9,
5,3174064372,9,
5,3174264372,9,
5,3174364372,9,
5,3174564372,9,
5,3174664372,9,
5,3174864372,9,
5,3174005372,9,
5,3174205372,9,
5,3174305372,9,
5,3174505372,9,
5,3174605372,9,
5,3174805372,9,
5,3174035372,9,
5,3174235372,9,
5,3174335372,9,
5,3174535372,9,
5,3174635372,9,
5,3174835372,9,
5,3174065372,9,
5,3174265372,9,
5,3174365372,9,
5,3174565372,9,
5,3174665372,9,
5,3174865372,9,
5,3174006372,9,
5,3174206372,9,
5,3174306372,9,
5,3174506372,9,
5,3174606372,9,
5,3174806372,9,
5,3174036372,9,
5,3174236372,9,
5,3174336372,9,
5,3174536372,9,
5,3174636372,9,
5,3174836372,9,
5,3174066372,9,
5,3174266372,9,
5,3174366372,9,
5,3174566372,9,
5,3174666372,9,
5,3174866372,9,
5,3174037372,9,
5,3174237372,9,
5,3174337372,9,
5,3174537372,9,
5,3174637372,9,
5,3174837372,9,
5,3174067372,9,
5,3174267372,9,
5,3174367372,9,
5,3174567372,9,
5,3174667372,9,
5,3174867372,9,
5,3174208372,9,
5,3174038372,9,
5,3174238372,9,
5,3174338372,9,
5,3174538372,9,
5,3174638372,9,
5,3174838372,9,
5,3174068372,9,
5,3174268372,9,
5,3174368372,9,
5,3174568372,9,
5,3174668372,9,
5,3174868372,9,
5,3174009372,9,
5,3174209372,9,
5,3174309372,9,
5,3174509372,9,
5,3174609372,9,
5,3174809372,9,
5,3174039372,9,
5,3174239372,9,
5,3174339372,9,
5,3174539372,9,
5,3174639372,9,
5,3174839372,9,
5,3174069372,9,
5,3174269372,9,
5,3174369372,9,
5,3174569372,9,
5,3174669372,9,
5,3174869372,9,
5,3174000472,9,
5,3174200472,9,
5,3174300472,9,
5,3174500472,9,
5,3174600472,9,
5,3174800472,9,
5,3174030472,9,
5,3174230472,9,
5,3174330472,9,
5,3174530472,9,
5,3174630472,9,
5,3174830472,9,
5,3174060472,9,
5,3174260472,9,
5,3174360472,9,
5,3174560472,9,
5,3174660472,9,
5,3174860472,9,
5,3174001472,9,
5,3174201472,9,
5,3174301472,9,
5,3174501472,9,
5,3174601472,9,
5,3174801472,9,
5,3174031472,9,
5,3174231472,9,
5,3174331472,9,
5,3174531472,9,
5,3174631472,9,
5,3174831472,9,
5,3174061472,9,
5,3174261472,9,
5,3174361472,9,
5,3174561472,9,
5,3174661472,9,
5,3174861472,9,
5,3174032472,9,
5,3174232472,9,
5,3174332472,9,
5,3174532472,9,
5,3174632472,9,
5,3174832472,9,
5,3174062472,9,
5,3174262472,9,
5,3174362472,9,
5,3174562472,9,
5,3174662472,9,
5,3174862472,9,
5,3174003472,9,
5,3174203472,9,
5,3174303472,9,
5,3174503472,9,
5,3174603472,9,
5,3174803472,9,
5,3174033472,9,
5,3174233472,9,
5,3174333472,9,
5,3174533472,9,
5,3174633472,9,
5,3174063472,9,
5,3174263472,9,
5,3174363472,9,
5,3174563472,9,
5,3174663472,9,
5,3174863472,9,
5,3174204472,9,
5,3174034472,9,
5,3174234472,9,
5,3174334472,9,
5,3174534472,9,
5,3174634472,9,
5,3174834472,9,
5,3174064472,9,
5,3174264472,9,
5,3174364472,9,
5,3174564472,9,
5,3174664472,9,
5,3174864472,9,
5,3174005472,9,
5,3174205472,9,
5,3174305472,9,
5,3174505472,9,
5,3174605472,9,
5,3174805472,9,
5,3174035472,9,
5,3174235472,9,
5,3174335472,9,
5,3174535472,9,
5,3174635472,9,
5,3174835472,9,
5,3174065472,9,
5,3174265472,9,
5,3174365472,9,
5,3174565472,9,
5,3174665472,9,
5,3174865472,9,
5,3174006472,9,
5,3174206472,9,
5,3174306472,9,
5,3174506472,9,
5,3174606472,9,
5,3174806472,9,
5,3174036472,9,
5,3174236472,9,
5,3174336472,9,
5,3174536472,9,
5,3174636472,9,
5,3174836472,9,
5,3174066472,9,
5,3174266472,9,
5,3174366472,9,
5,3174566472,9,
5,3174666472,9,
5,3174866472,9,
5,3174037472,9,
5,3174237472,9,
5,3174337472,9,
5,3174537472,9,
5,3174637472,9,
5,3174837472,9,
5,3174067472,9,
5,3174267472,9,
5,3174367472,9,
5,3174567472,9,
5,3174667472,9,
5,3174867472,9,
5,3174038472,9,
5,3174238472,9,
5,3174338472,9,
5,3174538472,9,
5,3174638472,9,
5,3174838472,9,
5,3174068472,9,
5,3174268472,9,
5,3174368472,9,
5,3174568472,9,
5,3174668472,9,
5,3174868472,9,
5,3174009472,9,
5,3174209472,9,
5,3174309472,9,
5,3174509472,9,
5,3174609472,9,
5,3174809472,9,
5,3174039472,9,
5,3174239472,9,
5,3174339472,9,
5,3174539472,9,
5,3174639472,9,
5,3174839472,9,
5,3174069472,9,
5,3174269472,9,
5,3174369472,9,
5,3174569472,9,
5,3174669472,9,
5,3174869472,9,
5,3174000572,9,
5,3174200572,9,
5,3174300572,9,
5,3174500572,9,
5,3174600572,9,
5,3174800572,9,
5,3174030572,9,
5,3174230572,9,
5,3174330572,9,
5,3174530572,9,
5,3174630572,9,
5,3174830572,9,
5,3174060572,9,
5,3174260572,9,
5,3174360572,9,
5,3174560572,9,
5,3174660572,9,
5,3174860572,9,
5,3174001572,9,
5,3174201572,9,
5,3174301572,9,
5,3174501572,9,
5,3174601572,9,
5,3174801572,9,
5,3174031572,9,
5,3174231572,9,
5,3174331572,9,
5,3174531572,9,
